rainfall_mm,temperature_c,humidity_pct,river_level_m,elevation_m,soil_moisture_pct,wind_speed_kmh,pressure_hpa,slope_deg,population_density,vulnerability_index,road_access_index,previous_event,flood_risk,cyclone_risk,landslide_risk
112.36203565420875,26.809065608323262,56.15485729266889,4.996702437290534,589.3986825721769,13.775229731210178,114.86602230699131,1006.5635578592232,17.93472247226499,4962.3874400280965,0.8472365776964198,0.08841778461508332,1,44.680987881568356,59.076443228404756,37.316250703815214
285.21429192297484,29.20306978125064,53.303846736198224,7.4674677251259425,163.91935656699502,10.771604310861905,82.67264163615476,972.3342080657859,5.689066509723482,12254.741517896164,0.49451704371937044,0.014374450136209083,0,59.95470759384485,58.18833621327975,36.9073553705187
219.59818254342153,40.636421796065406,42.33077387520021,5.626667806563331,290.3789616085112,62.398235320648084,173.60973447550936,1006.735620452604,7.581553498332958,14915.76471124426,0.19546561063218582,0.7344110309087452,0,54.9255454474988,60.39420296023269,41.19325378841926
179.59754525911097,25.200131581796764,72.50866690710416,0.8330258311179639,537.3588967490982,96.78105063681171,39.41612117716287,975.3801164058469,10.840267690855308,12614.607836649144,0.7366417866100926,0.26170407022809516,1,57.81125993760718,59.57921574225647,56.38716212471404
46.80559213273096,41.08949054436514,63.36369123560402,1.855802367835554,396.02968872909435,52.75852435069878,105.81415487980932,1012.6206543111248,12.219200061896903,5205.221037985698,0.4186781356832957,0.8776782503720556,1,40.59068633306984,52.387619290744276,39.01870647176534
46.798356100860794,17.644032929300746,90.59906946268026,2.1932818403091914,596.0854101352172,9.893946464233988,126.03780269824007,993.4046587948558,14.535708552632645,10674.56085332468,0.5946274834524972,0.5358506776601739,0,22.696926412621554,51.426097096159076,16.17996256929906
17.42508365045984,38.303953116258924,32.24767063374408,2.5786425364484487,769.7421629538305,26.015772327358334,148.6016080821687,1020.2617894941111,15.327601737809664,8018.173235926278,0.10726529017393882,0.4785209479554454,0,15.18103554406143,39.038149026514496,15.208188659585591
259.85284373248055,40.42642899164209,75.07075492885885,5.654033919505043,110.90641641785405,28.255326109498213,73.25478547704128,1026.551754715908,27.342980729252155,11802.03640257346,0.6315839895159923,0.7728187724647265,0,59.06575646134158,37.228973439941285,50.502061716651
180.33450352296265,20.454529585120163,83.40642149580927,5.039657798253935,573.4628187904875,37.096427268010245,123.64594337834667,995.0266204879365,30.574391449562476,2313.398971800701,0.3735504889451243,0.7410960035518378,1,58.228482786036395,71.28397230446997,54.5852176187345
212.42177333881364,27.91039597116601,83.16405984318149,2.0316003836420893,199.66844139304933,9.1423214406902,54.5762648491709,997.6333177284248,18.532752487581355,9579.25619783564,0.33418974971849447,0.7042765323899776,1,54.99502007530942,57.326934063439154,49.91855787566945
6.175348288740734,19.964993239909667,92.02517769668675,0.6755484345568707,343.291847377904,90.96480654730205,78.38569662512765,1005.408854860771,54.43778519524369,11609.528264659184,0.9799155787778012,0.6899009560005396,0,31.56948010991239,35.07612991157217,53.44991101209498
290.9729556485983,36.19812386982653,81.03236199806459,1.7143220447471808,45.63292612020906,53.97857474854205,161.21288361661186,981.827963311483,33.18838340033727,11423.24540439147,0.43243064276024723,0.5153959971781844,1,71.03820064637421,89.34879508708843,75.17352082410221
249.7327922401265,31.060433041849702,94.94670431533874,9.843813126186033,126.00775818830517,68.73842533064035,170.98336967957178,1025.6399704497017,47.248615682004406,14454.623223944649,0.6780383781157342,0.9264755359754916,0,75.54738960870445,59.67647669989252,68.18291580585382
63.701733203482846,34.05970040124963,53.2859619874624,4.685469497914722,269.42628545814176,11.381419505025853,129.38712244690765,995.9799955900824,55.4542699452506,895.0024841491146,0.6277275355738411,0.8906414097273678,1,42.460000967084284,63.30274365912624,56.792543737202294
54.54749016213019,20.894609008686334,65.22465917260801,8.673455047021125,286.74892812462826,10.140969441346693,67.3833403397133,980.0092201549604,9.788106874548312,5199.774949002513,0.10430355088515764,0.3294049414604667,1,51.09700954597791,56.80516488471019,31.20978013331477
55.02135295603014,21.352375861572586,30.985576429802347,8.487524666688433,721.6764688404347,60.71443834385199,147.61040219543952,1015.7639100051331,25.67246902293807,7158.7726552357535,0.7479275370643161,0.8046945392605807,0,37.96660147980869,42.231720974603505,31.399028033501114
91.27267288786132,16.24491976529719,30.487031111230387,5.115195574628737,598.6140692278818,89.29312099789976,4.656074710575632,983.1490823466391,25.992624102876526,4660.257655313377,0.3231592034335765,0.891108513912535,0,40.23362415840783,25.77395566731439,41.84473726308735
157.42692948967135,24.66202605587189,46.8088634316064,7.066877084605435,778.302715185892,55.20579009115696,18.49426389709579,978.6117565043113,21.26833502630125,4660.646914813614,0.798939549196735,0.6182549711256878,1,57.074851353021195,50.29893336656139,48.774396883241025
129.58350559263474,31.79233984001025,37.05650379973597,1.9275201041271228,487.27577806148764,88.39282139415678,119.047272547565,1003.7723245296404,0.5343519930983964,2658.406528215097,0.6076407826153825,0.5555791927081154,0,38.95644936561323,44.93384198100092,32.67123024876813
87.36874205941257,40.738047419919866,48.21479575550275,6.883967049269083,208.536711031228,82.04417094024774,52.42474354861034,1010.2897153174954,48.958326466685705,12198.012017317613,0.31709148995348957,0.6718867475946383,1,61.2234397524328,42.48446692236811,70.1939612540093
183.55586841671385,35.00782342376042,42.393030616987815,2.723845792632895,275.57092333888147,12.20610965051747,171.249519312086,1004.173764439895,6.693559293234168,13622.874284880445,0.35629296033107094,0.16306065747870713,1,49.09569164950931,74.03939248712447,40.86280604615185
41.84815819561255,28.06188970199254,31.996401738705377,8.320620967541508,269.4720201677343,24.18596006664054,78.49091017661485,1009.3906389368418,59.728835875305535,1253.263846384823,0.7315073696663607,0.08734367620943084,0,36.19117548058892,29.419117066316748,46.81151741102876
87.64339456056544,43.593603431824135,93.65129024842346,0.8372413310890992,274.66557557733626,67.48251356975754,77.28566767005186,976.9314407384646,46.3775095146709,2340.3856981393133,0.5500593151228819,0.8201502749671149,0,37.33528188573941,49.52163365688898,52.101470973773075
109.90855298810752,36.57735601727495,30.575619197222405,7.731386728852775,544.9120550272162,47.13263134225395,122.05431183436762,998.5610822730464,34.80060105639087,3442.2259380803607,0.6683510406713152,0.5733262271054287,0,41.78728834892952,45.84761412293266,40.33449222636134
136.82099526511078,42.9049560858765,81.52575010359598,0.9993690656861953,434.03018391052467,32.61648229645745,138.16234121511414,991.4211186453125,9.276385064495846,7644.6325081354535,0.15831832107518828,0.12250149033526614,0,33.82654634993194,58.30681997130243,27.44707413356695
235.55278841790408,30.82763919816497,40.650352084366155,8.81189236894309,320.63085890758254,44.770216324558014,85.60057286252457,1028.4021169744074,30.92357828359482,11871.757058848487,0.7869766722284186,0.41631802714486943,0,60.16182613748632,34.4997971208043,51.06813164797607
59.90213464750792,22.76712824379419,93.856073539972,3.042045181350037,136.29001960839895,47.293966395710264,38.52016230811034,972.977436050768,15.666524451468533,1090.403760978954,0.3203913189150347,0.29823437145023635,1,49.931729595926726,56.42102179946985,44.10249229544595
154.27033152408347,16.58480059094166,92.495715771292,6.543933648305748,37.26854709487381,91.50246382805167,139.19555569061188,987.8976521835954,15.139351472584169,9559.45852516326,0.6198612671576733,0.8754779542256842,0,63.24779612961254,61.78634410958869,48.76481767264293
